InputStoryid,Enter sentence 1,Enter sentence 2,Enter sentence 3,Input sentence 4,Random Fifth Sentence Quiz 1,Random Fifth Sentence Quiz 2,Answer the right end
0f29def9-37c9-4eba-a87b-154ceec40700,Gary wanted to get Lisa's attention.,"One day, he decided to write a poem for Lisa.","The next day at school, Gary saw Lisa in the hallway.",Gary gave Lisa a very big smile and handed her the poem.,Gary slapped Lisa hard and walked away.,Lisa admits to having a crush on Gary herself.,2
a443d57f-b1c1-4d08-abff-3c968b8f9d92,Lars has always wanted to try his hand at photography.,"His friend was an excellent photographer, but he had never tried it.","One day, he bought a simple but high quality camera.","From that day on, Lars has been taking images of nature every day.",Lars fell in love with photography.,Lars hates photography.,1
1ad78f7c-f5b0-4f1a-a09c-1223e6ed015e,I bought a TV at an electronics shop.,It is a large flat panel with HD picture quality.,The staff convinced me to get a warranty on it just in case.,"A week later, the TV fell off my wall and broke.",I was able to get it fixed under the warranty period.,The employee was later found dead.,1
4a4ba70e-d51c-4574-b3f1-42675bef0059,Ryan in the park.,He saw a little girl holding a balloon.,When he left the park he saw the same balloon stuck in a tree.,He climbed up a tree to retrieve the balloon.,Ryan then deliberately popped the balloon.,Ryan then found the girl and gave her the balloon she had lost.,2
23d95ddb-64bd-461e-b5e6-426a8b77c108,Neil on a tour of the city of Fez.,He tasted their national cuisine.,Then he went shopping for souvenirs.,He points out that there are also great street performers in Fez.,Neil had a great time.,Neil and Fitz became best friends.,1
10770264-1216-4bf9-a955-423d82dc6a92,The day was sunny and warm.,So Joe thought it would be nice to go out for a walk.,He decided to walk to the local coffee shop.,"But halfway through the walk, he started to get tired.",So he ran to the coffee shop.,Joe regretted going out.,2
558ffced-fc9e-428c-8b62-4227a8ecf556,Jen has been waiting for a package all day.,"Finally, she saw the UPS man walking to the door.",He delivered the parcel and she brought it in.,She opened the package with a knife.,Inside the box is a new born baby.,Jane found her new coat in the parcel.,2
5f27fb6f-f523-4220-a393-1fee45f744e0,Frank doesn't want to do his homework.,He wants to play video games instead.,Frank's parents let him do his homework first.,Frank lost his temper and was punished.,Frank lost his video game for a week.,Frank got a whole new game.,1
61b5d18b-450c-4fb7-9f50-47d9df3c22eb,Timmy is competing in a three-point shootout at school.,"The winner will have the chance to win a $1,000 college scholarship.",Timmy has been practicing shooting the three pointer all weekend.,"When the day of the race came, he was ready.",Timmy won the match.,Timmy went to the driving range on the day of the race.,1
81959648-7d1f-4f5e-a960-50465d1c6faf,Drake attended a party on Friday.,He discovered that his wallet had been stolen from his jacket.,"Drake immediately called the police, but the wallet was not found.",Drake confronted the evening's host on the issue.,And the presenter told him that he didn't know either.,Drake told the host that he would like to attend his party again.,1
0a87c92f-e24d-48fb-b064-71e8c66d5f4b,Bob found his truck with a flat tyre.,He has never changed a tyre.,He got out the tyre jack and the iron.,He was unable to remove the bolt.,Bob called for someone to fix his tyre.,Bob drives his truck to the market.,1
36c75e5c-8b93-4743-8104-122c769d1636,Jack is tired of writing emails on his tablet.,He decided he needed to invest in a laptop.,He researched different laptops until he found the perfect one.,In the end he bought it.,Now Jack actually likes to respond to emails.,Jack now uses the postal service rather than email.,1
bbc7c651-dd54-46ea-b057-7b001c105912,Jack's hair is getting a little too long.,He is going for an interview soon.,He asked his mother to give him a haircut.,His mother gave him a professional looking haircut.,Jack washed his hands.,Jack got the job.,2
f884bcde-c243-4cfd-a9ad-3adeba0ef86a,Sean is here today.,"Sam, Sean, and I play games.",They started getting mad at me and saying how bad I was.,They said I couldn't play anymore until I got better.,I was really hurt.,I'm really pleased.,1
4c58f47d-b444-4a16-a66b-553fc767130e,Chuck is tired of working.,He shut down work for a while.,He opens the forum to chat with his colleagues.,"After those nasty blows from Zoltar, he needed this break.",Chuck decided to resign.,He then felt compelled to get back to work.,2
49701721-7d91-47c7-bed2-ad411562391f,Bob uses plastic grocery bags to go shopping.,Then his friend told him that plastic was bad for the environment.,Bob decided to give up his plastic bag.,Bob has invested in some reusable grocery bags.,Bob uses his reusable grocery bags to go shopping.,Bob continues to use his plastic grocery bags to go shopping.,1
bd8d2a48-5146-413c-baf3-47d7b7c4e65c,Joe needs to do a portrait of himself for a project.,He called some local artists and asked them about their rates.,One of the artists charges a reasonable fee.,Joe made an appointment with the artist to do the portrait.,Joe is very pleased with the results.,The artist has painted a Joe's cat.,1
709db57b-125c-4434-b58d-f543070d8a27,Jen was sent to her aunt's house for the summer.,She hates to leave the local library all summer.,"She brought a few books with her, but she will read them quickly.","When she arrived, her aunt took her into a special room in the house.",Jane saw her book burning in the fireplace.,The room's shelves are filled with books that appeal to girls.,2
4010d4ae-e1f4-4348-8b20-91a774bf34ee,Joe likes to eat dirt.,He makes mud pies every chance he gets.,He was eating a pie and felt a very hard object in his mouth.,Joe was bitten by a rock and lost his tooth.,Joe wants to chew more rocks.,Joe decided to stop eating dirt.,2
2e9fd58f-6036-4008-8c0b-c7d70cc43d2e,Rob has never ridden a rollercoaster before.,Rob's friend offered him a free ticket to Six Flags.,Rob decided it was better to join in.,They all went and queued for a long time.,Rob has generous friends.,Rob's friends were thoughtless.,1
3329d95c-5a03-4d68-90b3-25ddba1e4c9e,Carrie was waiting for Sam to call her.,He promised on Friday.,It was now Saturday night and she had heard nothing.,Finally she decided to call him.,Sam answered the phone.,Carrie ordered takeaway over the phone.,1
6d0772be-9406-4257-af59-ab5f2e819e81,Amy came home from school on her birthday to an empty house.,She was upset that everyone had forgotten about her special day.,She walked sadly into the living room.,"Suddenly, her friends and family jumped out from their hiding place.",Amy laughed happily.,Amy walked out of the room and left the house.,1
3e13600e-4a0f-42dd-876d-9741076fc465,Pam tried to hit me for no reason.,"As angry as I was, I just defended her punches.",She continued to swing her fist at me.,"To stop her, I threw her on the ground.",Pam finally stopped.,I gave Pam a big hug.,1
16a5c03f-6538-4913-b51a-f20a560577eb,Pam and Tom's baby sleeps very lightly.,Their inconsiderate neighbour used to leave his dog outside barking all day.,"Every time Pam puts the kids to bed, the dog starts barking.",Pam fantasised about letting the dog out and letting it run away.,One evening Pam let her cat into the house.,"One evening, Pan decided to let the dogs out.",2
bf8b9f77-692d-4873-a7e5-30dec273eb4d,May was accepted to the University of Fredonia.,She took the bus to her new school.,She explores the campus.,She liked what she saw.,She dropped out of school.,She even liked all her professors.,2
ae97dd54-084b-45d1-aa4e-eaad35b58cc8,Mary needs to have her teeth extracted.,She wanted the dentist to let her sleep.,He could only numb the area with Novocaine.,Mary stared at him in horror.,"After seeing the look on her face, the dentist was able to help Mary.",Mary left the dentist in a great mood.,1
4aa68faa-46af-4c29-a5af-76920608e42e,Ford is proud of his high GPA.,"To improve it, he has to do his homework every night.",Ford's friends warned him that he was missing out on the fun.,"Later, Ford became a successful lawyer.",Ford is sad that he has achieved so much.,Ford is proud of its achievements.,2
d6ead853-dd97-4d11-be64-7b93a24bffec,My wife says I lack passion.,I don't have many hobbies or interests.,"I want to argue, but I can't.",I realised she was right.,I decided to change.,I am unmarried.,1
dfadf8eb-0782-46f5-b8d6-f03b68044e5e,Nina wants a nice Halloween costume.,But she couldn't afford anything fancy.,She searched her house for ideas.,Then she found a great outfit for free.,Nina bought a toy.,Nina was excited.,2
a8d36862-b0e3-4147-82a3-6ada95cc4939,It was a beautiful spring day in early March.,Tracy decided to go for a walk in the woods behind the house.,She heard a woodpecker and started looking in the trees.,She tripped over a tree root and fell onto the path.,Tracy ran back home.,Tracey shook her head off and fell over.,2
a76f857c-34a6-4409-a2d5-1255ba6cf5e9,Jim was waiting at the airport.,His wife will be there in an hour.,He was very bored.,He then decided to catch up on his reading.,"An hour later, Jim met his wife.","Before his wife appeared, Jim drove off.",1
54ec0b0d-355e-484f-8554-315daf68fc44,Joe really wanted to go to Columbia.,He works hard at school and is a member of the football team.,He was placed on a waiting list.,"Although he was disappointed, he tried to the end.",Joe is still very proud of his efforts.,Joe decided he didn't want to go to university.,1
f5a85657-b572-43dc-adb4-b62c8d4d023d,Gina's friend Tammy has a folder that she doesn't want anyone else to have.,Gina wanted one but didn't know where to buy one.,Now Tammy has a new Lisa Frank Trapper Keeper.,Gina was jealous because she wanted one too.,Gina checked on ebay and found one she could afford.,Gina mowed the whole yard without any help.,1
7c80498a-801e-4d4b-86f1-bfbea4247fb2,Leah has a beautiful Christmas tree at home.,One day she left to go to the shop.,"When she returned, the tree had been knocked down.",Her cat climbed on it and pulled it down!,Leah decided she liked the trees on the ground better than standing.,Leah blames her cat.,2
968bf70b-55b0-49c9-9eb3-0e9c89043c72,Peter has used the same chair for years.,It is becoming dilapidated.,"He decided to buy a new, more comfortable chair.",Peter was delighted when it arrived.,Peter thinks it might even be more comfortable than the old one.,Peter lets his dog claim the chair as his own.,1
c9e0ad92-16a3-4721-b221-bc7a7ea72195,The football team has worked hard all season.,They won every game and made it to the finals.,"With only a few seconds left on the clock, the game was tied.",The quarterback scores on a long pass to the receiver.,The crowd booed the team loudly.,The crowd stood on their seats and applauded wildly.,2
