InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,Satunnainenviides lauseQuiz1,Satunnainenviides lauseQuiz2,AnswerRightEnding
8cc9a757-075a-4e47-95b7-2fa63dc8870c,Ginan sisko leikkasi nilkkansa lasinsirpaleisiin.,Veri valui hänen jalkaansa pitkin kenkään.,"Kun hän näki veren, hän juoksi kotiin.","Gina juoksi hänen perässään, mutta ei pysynyt perässä.",Kotiin päästyään kaikki söivät jäätelöä.,Ginan sisko meni lääkäriin.,2
8ef45363-9070-477a-8f1f-8d7c947ea6dc,Pieni poika oli kolmannella luokalla.,"Hän oli hyvin älykäs, mutta hänellä oli vaikeuksia lukemisen kanssa.","Aina kun hän luki ääneen, hänen luokkatoverinsa nauroivat hänelle.",Hän alkoi harjoitella lukemista joka ikinen päivä.,"Pikkupoika hyväksyi sen, ettei hän koskaan paranisi.",Vuoden lopussa hän menestyi hyvin lukutestissä.,2
a2878606-f05e-492b-a581-8b00346d40ca,Rosien luokalla oli pienet juhlat.,Hän päätti tehdä hedelmäsalaatin kaikille.,Hän käytti paljon rahaa hedelmiin ja paljon aikaa niiden valmistamiseen.,Juhlapäivänä hän kauhoi valtavan kulhon hedelmäsalaattia.,Rosien luokka jakoi hedelmäsalaatin.,Rosie säilytti hedelmäsalaattikulhoa kotinsa jääkaapissa.,1
7fa2b3d7-8046-403f-9a66-8198715ef31e,Ollessani yliopistossa olin tavannut vanhemman miehen.,Olin 22-vuotias ja hän oli 38-vuotias.,Ymmärsimme toisiamme hyvin ja meillä oli hauskaa yhdessä.,"Pysyimme yhdessä koko sen ajan, kun olin siellä.",Minulla on siitä ajasta hyviä muistoja.,Minulla on kielteisiä muistoja siitä ajasta.,1
3c516058-0aec-4a0c-906d-4b466715c38b,Jackie on nimitetty kahdeksannen luokan käytävävalvojaksi.,Häntä kadehditaan koko luokassa.,Luokkatoverit vaarantavat usein hänen työnsä.,He varastivat Jackien kulkuluvat.,Rehtori hyllytti hänen rähisevät luokkatoverinsa.,Hänen luokkatoverinsa saivat palkintoja käytöksestään.,1
713e6e15-793f-4951-9d47-3d4688d748a3,Isäni oli juuri hankkinut uuden auton.,Sen kunniaksi lähdimme kaikki ajelulle.,Toinen auto ajoi stop-merkin yli ja törmäsi meihin.,"Löin ikkunaa niin lujaa, että se meni rikki.",Kiipesin ulos ja minä ja isäni olimme kunnossa.,Ajoneuvo latisti meidät molemmat.,1
fcb6c166-4da5-4efb-8779-4ba6bdf1da2f,Iva ja Brant yrittivät saada lasta.,He olivat yrittäneet kuuden kuukauden ajan tuloksetta.,Lääkärin vastaanotolla he ilmaisivat lannistuneisuutensa.,Mutta sitten he näkivät lääkärin hymyilevän leveästi.,Brant peruu suunnitelmansa kidnapata lapsi.,"Pariskunta on varmasti iloinen, kun tietää, että heillä on vauva tulossa.",2
f3b7819d-89cc-4dcf-a560-18d70f6f2cf9,Curling on aina kiehtonut Catherinea.,Catherine rakastaa urheilijoiden urheilun seuraamista televisiosta.,Eräänä päivänä Catherine päätti käydä curlingharjoituksissa.,Harjoituksissa yksi urheilijoista kutsui Catherinen pelaamaan.,"Sitten Catherine alkoi harjoitella joka päivä, ja hänestä tuli hyvä siinä.",Catherinen mielestä curling näytti tylsältä.,1
041c9cd6-3351-4287-bf7d-56e1b8808341,"Francis on aina odottanut innolla, että hän oppisi ajamaan.",Vihdoinkin hän on tarpeeksi vanha saadakseen ajokortin.,Francis opiskelee kovasti saadakseen luvan.,Hän läpäisee ajokokeensa helposti.,Francis on todella ylpeä saavutuksestaan.,Francis päättää käyttää mieluummin julkista liikennettä.,1
4fd560d4-8d90-40f8-a572-9522f966fd97,Eilen minulla oli hauskaa nähdä Pähkinänsärkijä.,Rakastin sitä todella paljon.,"Kun tanssijat astuivat lavalle, se oli kaunista.",Minulle oli kunnia nähdä esitys.,"Vannoin, etten enää koskaan näe sitä.",Halusin nähdä sen uudelleen.,2
dc450ec8-ab03-47b8-af48-43623c8a369e,Heräsin tunnille puoli yhdeksältä aamulla.,Nousin uneliaana sängystä ja kävin suihkussa.,Söin nopeasti aamiaisen ja lähdin kävelemään tunnille.,"Kun tunti oli kestänyt 50 minuuttia, lähdin kävelemään takaisin asuntolaan.",Päätin palata takaisin luokkaan.,"Kun pääsin sinne, otin päiväunet.",2
0f29def9-37c9-4eba-a87b-154ceec40700,Gary halusi saada Lisan huomion.,Eräänä päivänä hän päättää kirjoittaa Lisalle runon.,Seuraavana päivänä koulussa Gary näkee Lisan käytävällä.,Gary hymyilee Lisalle todella leveästi ja ojentaa hänelle runon.,Gary läimäyttää Lisaa kovaa ja kävelee pois.,Lisa tunnustaa olevansa myös ihastunut Garyyn.,2
a443d57f-b1c1-4d08-abff-3c968b8f9d92,Lars oli aina halunnut kokeilla valokuvausta.,"Hänen ystävänsä oli erinomainen valokuvaaja, mutta hän ei ollut koskaan yrittänyt.",Eräänä päivänä hän osti yksinkertaisen mutta laadukkaan kameran.,Siitä päivästä lähtien Lars kuvasi luontokuvia joka päivä.,Lars rakastui valokuvaukseen.,Lars vihasi valokuvausta.,1
1ad78f7c-f5b0-4f1a-a09c-1223e6ed015e,Ostin television elektroniikkaliikkeestä.,"Se on suuri litteänäyttö, jossa on teräväpiirtolaatuinen kuva.","Työntekijä sai minut vakuuttuneeksi siitä, että minun on ostettava takuu kaiken varalta.",Viikkoa myöhemmin televisio putosi seinältä ja hajosi.,Pystyin korjauttamaan sen takuun puitteissa.,Työntekijä löydettiin myöhemmin kuolleena.,1
4a4ba70e-d51c-4574-b3f1-42675bef0059,Ryan oli puistossa.,"Ja hän näki pienen tytön, jolla oli ilmapallo kädessään.",Poistuessaan puistosta hän näki saman ilmapallon juuttuneen puuhun.,Hän kiipesi puuhun noutamaan ilmapallon.,Sitten Ryan puhkaisi ilmapallon tahallaan.,Ryan löysi tytön ja antoi hänelle kadonneen ilmapallon.,2
23d95ddb-64bd-461e-b5e6-426a8b77c108,Neil oli kiertelemässä Fezin kaupungissa.,Hän maistoi heidän etnistä ruokaansa.,Sitten hän lähti ostamaan matkamuistoja.,"Fezissä oli myös hienoja katusoittajia, hän totesi.",Neilillä oli hauskaa.,Neilistä ja Fezistä tuli parhaat ystävät.,1
10770264-1216-4bf9-a955-423d82dc6a92,"Oli kirkas, lämmin päivä.","Niinpä Joe ajatteli, että olisi mukavaa lähteä kävelylle.",Hän päätti kävellä paikalliseen kahvilaansa.,Mutta puolivälissä matkaa hän alkoi väsyä.,Niinpä hän juoksi kahvilaan.,Joe katui ulos menemistä.,2
558ffced-fc9e-428c-8b62-4227a8ecf556,Jen odotti pakettia koko päivän.,Lopulta hän näki UPS-miehen kävelevän ovelle.,"Mies toimitti paketin, ja nainen toi sen sisälle.",Hän avasi paketin veitsellä.,Laatikossa oli vastasyntynyt vauva.,Jen löysi uuden takkinsa paketin sisältä.,2
5f27fb6f-f523-4220-a393-1fee45f744e0,Frank ei halunnut tehdä läksyjään.,Hän halusi sen sijaan pelata videopelejä.,Frankin vanhemmat käskivät hänen tehdä ensin kotitehtävänsä.,Frank kiukutteli ja sai rangaistuksen.,Frank menetti videopelinsä viikoksi.,Frank sai täysin uuden pelin.,1
61b5d18b-450c-4fb7-9f50-47d9df3c22eb,Timmy kilpaili koulunsa kolmen pisteen kilpailussa.,Voittajalla olisi mahdollisuus voittaa 1000 dollarin korkeakoulustipendi.,Timmy harjoitteli kolmen pisteen heittoja koko viikonlopun.,"Hän oli valmis, kun kilpailupäivä koitti.",Timmy voitti kilpailun.,Timmy meni kilpailupäivänä ajoradalle.,1
81959648-7d1f-4f5e-a960-50465d1c6faf,Drake osallistui juhliin perjantaina.,"Hän huomasi, että hänen lompakkonsa oli varastettu hänen takistaan.","Drake soitti välittömästi poliisille, mutta lompakkoa ei löytynyt.",Drake otti asian puheeksi juhlien isännän kanssa.,"Ja isäntä sanoi, ettei hänkään tiennyt.",Drake kertoi isännälle haluavansa osallistua hänen juhliinsa uudelleen.,1
0a87c92f-e24d-48fb-b064-71e8c66d5f4b,"Bob huomasi, että hänen kuorma-autossaan oli puhjennut rengas.",Hän ei ollut koskaan ennen vaihtanut rengasta.,Hän otti esiin rengasnostimen ja silitysraudan.,Hän ei pystynyt irrottamaan pultteja.,"Bob soitti jollekulle, joka korjasi hänen puhjenneen renkaansa.",Bob ajoi kuorma-autollaan kauppaan.,1
36c75e5c-8b93-4743-8104-122c769d1636,Jack on kyllästynyt kirjoittamaan sähköposteja tablettitietokoneellaan.,Hän päättää investoida kannettavaan tietokoneeseen.,"Hän tutkii eri kannettavia tietokoneita, kunnes on löytänyt täydellisen.",Lopulta hän ostaa sen.,Nyt Jack todella nauttii sähköposteihin vastaamisesta.,Jack käyttää nyt postia sähköpostin sijaan.,1
bbc7c651-dd54-46ea-b057-7b001c105912,Jaken hiukset alkoivat olla liian pitkät.,Hänellä oli työhaastattelu tulossa.,Hän pyysi äitiään leikkaamaan hiuksensa.,Hänen äitinsä leikkasi hänelle hienosti ammattimaisen näköiset hiukset.,Jake pesi kätensä.,Jake sai työn.,2
f884bcde-c243-4cfd-a9ad-3adeba0ef86a,Sean tuli tänään käymään.,"Sam, Sean ja minä pelasimme pelejä.","He alkoivat suuttua minulle siitä, miten huono olin.","He sanoivat, etten voi enää pelata, ennen kuin paranen.",Olin todella loukkaantunut.,Olin todella tyytyväinen.,1
4c58f47d-b444-4a16-a66b-553fc767130e,Chuck oli väsynyt työstä.,Hän sulki työnsä hetkeksi.,Hän avasi foorumin keskustellakseen työkavereiden kanssa.,Zoltarin ikävien osumien jälkeen hän tarvitsi tämän tauon.,Chuck päätti lopettaa työnsä.,"Sen jälkeen hän tunsi, että hänen oli pakko palata töihin.",2
49701721-7d91-47c7-bed2-ad411562391f,Bob käytti ostoksilla muovisia ruokakasseja.,"Sitten hänen ystävänsä kertoi hänelle, että muovi on pahaksi ympäristölle.",Bob päätti luopua muovipusseista.,Bob investoi uudelleenkäytettäviin ruokakasseihin.,Bob käytti ostoksilla uudelleenkäytettäviä ostoskassejaan.,Bob käytti edelleen muovisia ostoskassejaan ostoksilla käymiseen.,1
bd8d2a48-5146-413c-baf3-47d7b7c4e65c,Joen piti saada itsestään muotokuva erästä projektia varten.,Hän soitti muutamille paikallisille taiteilijoille ja kysyi heidän hintojaan.,Yhdellä taiteilijoista oli kohtuulliset hinnat.,Joe sopi tapaamisen kyseisen taiteilijan kanssa muotokuvan tekemistä varten.,Joe oli erittäin tyytyväinen tuloksiin.,Taiteilija maalasi Joen kissan.,1
709db57b-125c-4434-b58d-f543070d8a27,Jen lähetettiin tätinsä luokse kesäksi.,"Hän inhosi ajatusta siitä, että hän olisi koko kesän poissa kirjastostaan.","Hän otti mukaansa muutamia kirjoja, mutta hän kävi ne nopeasti läpi.","Kun hän saapui, hänen tätinsä vei hänet kotiinsa erityiseen huoneeseen.",Jen näki kirjojensa palavan takassa.,"Huone oli täynnä hyllyjä, joissa oli tyttöjä kiinnostavia kirjoja.",2
4010d4ae-e1f4-4348-8b20-91a774bf34ee,Joe rakasti syödä multaa.,Hän teki mutakakkuja aina kun sai tilaisuuden.,"Hän oli syömässä piirakkaa, kun hän tunsi jotain hyvin kovaa suussaan.",Joe oli purrut kiveä ja lyönyt hampaansa irti.,Joe halusi pureskella lisää kiviä.,Joe päätti olla syömättä enää likaa.,2
2e9fd58f-6036-4008-8c0b-c7d70cc43d2e,Rob ei ole koskaan ollut vuoristoradassa.,Robin ystävät tarjosivat hänelle ilmaisen lipun Six Flagsiin.,"Rob päätti, että hän voi yhtä hyvin liittyä mukaan.",He kaikki menivät ja odottivat pitkässä jonossa.,Robilla oli anteliaita ystäviä.,Robin ystävät olivat ajattelemattomia.,1
3329d95c-5a03-4d68-90b3-25ddba1e4c9e,"Carly odotti, että Sam soittaisi hänelle.",Hän lupasi perjantaina.,"Oli jo myöhäinen lauantai, eikä hän ollut kuullut mitään.",Lopulta hän päätti soittaa miehelle.,Sam vastasi puhelimeen.,Carly tilasi noutoruokaa puhelimitse.,1
6d0772be-9406-4257-af59-ab5f2e819e81,"Kun Amy tuli syntymäpäivänään koulusta kotiin, talo oli tyhjä.","Hän oli järkyttynyt siitä, että kaikki olivat unohtaneet hänen juhlapäivänsä.",Hän käveli surullisena olohuoneeseen.,Yhtäkkiä hänen ystävänsä ja perheensä hyppäsivät esiin piilopaikoistaan.,Amy virnisti ihastuneena.,Amy käveli ulos huoneesta ja poistui talosta.,1
3e13600e-4a0f-42dd-876d-9741076fc465,Pan yritti lyödä minua ilman näkyvää syytä.,"Niin vihainen kuin olinkin, puolustin vain hänen lyöntiään.",Hän jatkoi nyrkinheittoa minua kohti.,Yrittäessäni pysäyttää hänet heitin hänet maahan.,Pan pysähtyi lopulta.,Annoin Panille suuren halauksen.,1
16a5c03f-6538-4913-b51a-f20a560577eb,Pamin ja Tomin vauva nukkui kevyesti.,Heidän ajattelematon naapurinsa jätti usein koiransa ulos haukkumaan koko päiväksi.,"Aina kun Pam sai lapsensa nukkumaan, koira alkoi haukkua.","Pam haaveili päästävänsä koiran irti, jotta se juoksisi karkuun.",Eräänä yönä Pam päästi kissansa sisälle kotiinsa.,Eräänä yönä Pam päätti vapauttaa koirat.,2
bf8b9f77-692d-4873-a7e5-30dec273eb4d,May hyväksyttiin Fredonian yliopistoon.,Hän meni bussilla uuteen kouluunsa.,Hän tutki kampusta.,Hän rakasti kaikkea näkemäänsä.,Hän jätti koulun kesken.,Hän jopa piti kaikista professoreistaan.,2
ae97dd54-084b-45d1-aa4e-eaad35b58cc8,Mary tarvitsi hampaiden poistoa.,Hän halusi hammaslääkärin nukuttavan hänet.,Hän pystyi vain turruttamaan alueen novokaiinilla.,Maria tuijotti häntä kauhuissaan.,Nähtyään hänen ilmeensä hammaslääkäri pystyi auttamaan Marya.,Mary lähti hammaslääkäriltä hyvillä mielin.,1
4aa68faa-46af-4c29-a5af-76920608e42e,Ford oli ylpeä korkeasta keskiarvostaan.,Hän työskenteli joka ilta tehtävien parissa parantaakseen sitä.,"Fordin ystävät varoittivat häntä siitä, että hän jäi paitsi hauskanpidosta.",Myöhemmin elämässään Fordista tuli menestyvä asianajaja.,"Ford oli surullinen siitä, että hän saavutti niin paljon.",Ford oli ylpeä saavutuksistaan.,2
d6ead853-dd97-4d11-be64-7b93a24bffec,"Vaimoni sanoo, että minulta puuttuu intohimo.",Minulla ei ole paljon harrastuksia tai kiinnostuksen kohteita.,"Yritin väittää vastaan, mutta en pystynyt.","Tajusin, että hän oli oikeassa.",Päätin muuttaa.,Olen naimaton.,1
dfadf8eb-0782-46f5-b8d6-f03b68044e5e,Nina halusi kivan Halloween-asun.,Mutta hänellä ei ollut varaa mihinkään hienoon.,Hän etsi ideoita talostaan.,Sitten hän löysi upean puvun ilmaiseksi.,Nina osti lelun.,Nina oli innoissaan.,2
a8d36862-b0e3-4147-82a3-6ada95cc4939,Oli kaunis kevätpäivä maaliskuun alussa.,Tracey päätti lähteä kävelylle talonsa takana olevaan metsään.,Hän oli kuullut puukiipijän ja alkoi etsiä sitä puista.,Hän kompastui juureen ja kaatui polulle.,Tracey juoksi takaisin kotiin.,Tracey kohautti olkapäitään.,2
a76f857c-34a6-4409-a2d5-1255ba6cf5e9,Jim odotti lentokentällä.,Hänen vaimonsa tulisi tunnin kuluttua.,Hän oli hyvin tylsistynyt.,Sitten hän päätti lukea kirjaansa.,Jim tapasi vaimonsa tunnin kuluttua.,Jim ajoi pois ennen kuin hänen vaimonsa näkyi.,1
54ec0b0d-355e-484f-8554-315daf68fc44,Joe halusi todella päästä Columbian yliopistoon.,"Hän teki kovasti töitä koulussa, oli jalkapallojoukkueessa.",Hänet laitettiin jonotuslistalle.,"Vaikka hän oli pettynyt, hän yritti parhaansa loppuun asti.",Joe oli silti hyvin ylpeä kovasta työstään.,"Joe päätti, ettei hän halua mennä yliopistoon.",1
f5a85657-b572-43dc-adb4-b62c8d4d023d,"Ginan ystävällä Tamilla oli kansio, jota hän ei halunnut kenenkään muun saavan.","Gina halusi sellaisen, mutta ei tiennyt mistä ostaa.",Nyt Tamilla oli uusi Lisa Frank Trapper Keeper.,"Gina oli kateellinen, sillä hänkin halusi sellaisen.","Gina katsoi ebaysta ja löysi sellaisen, johon hänellä oli varaa.",Gina leikkasi koko pihan ilman kenenkään apua.,1
7c80498a-801e-4d4b-86f1-bfbea4247fb2,Leahilla oli talossaan kaunis joulukuusi.,Eräänä päivänä hän lähti kauppaan.,"Kun hän palasi, puu oli kaatunut.",Hänen kissansa oli kiivennyt siihen ja vetänyt sen alas!,"Leah päätti, että hän piti puusta lattialla paremmin kuin seisten.",Leah kuritti kissaansa.,2
968bf70b-55b0-49c9-9eb3-0e9c89043c72,Peter oli käyttänyt samaa tuolia jo vuosia.,Se oli kulumassa loppuun.,"Hän päätti ostaa uuden, mukavamman tuolin.","Kun se saapui, Peter oli hyvin iloinen.","Peter ajatteli, että se voisi olla jopa mukavampi kuin vanha.",Peter antoi koiransa käyttää tuolia omakseen.,1
c9e0ad92-16a3-4721-b221-bc7a7ea72195,Jalkapallojoukkue oli tehnyt kovasti töitä koko kauden.,He olivat voittaneet jokaisen pelin ja päässeet mestaruuteen.,"Pelikellossa oli enää sekunteja jäljellä, ja peli oli tasan.",Pelinrakentaja antoi pitkän syötön ja vastaanottaja teki maalin.,Yleisö buuasi joukkuetta äänekkäästi.,Yleisö nousi istuimiltaan ja taputti villisti.,2
4e5aa3fc-f0a5-4426-8fde-3229bbb1edb0,Asumme korkeassa rakennuksessa.,"Eräänä päivänä tuuli kovaa, mikä johtui osittain rakennuksen korkeudesta.","Tuuli puhalsi puiden oksia niin paljon, ettei vaimoni saanut unta.",Tuuli kaatoi myös internetkaapelin.,"Vaimoni ja minä olimme hyvin tyytymättömiä, kun menetimme internetyhteytemme.",Rakastimme kovaa tuulta ja unen puutetta.,1
2d825c0a-d7f1-40ea-bb9b-c8f68c10eba7,Kate halusi ostaa uuden näppäimistön tietokoneeseensa.,Hän säästi kuukausia saadakseen hyvän näppäimistön.,Kate meni vihdoin nettiin ja tilasi näppäimistönsä!,Hän odotti jännittyneenä päiviä sen saapumista.,Sitten hän peruutti tilauksensa.,Sitten hänen näppäimistönsä saapui postissa.,2
b287eeca-7682-4a3f-8b60-d7529988dc1c,Amyn perhe oli menossa Six Flagsiin.,Hän istui kärsivällisesti autossa odottamassa saapumista.,"Kun he saapuivat, hän istui polvillaan ja katseli puistoa.",Hän odotti tunnin jonossa päästäkseen suurimpaan vuoristorataan.,Amy oli todella innoissaan puistossa.,Amyn mielestä puisto oli tylsä.,1
367d94ef-0033-45f5-b7bc-0e461e049220,Bob tarvitsi rahaa ostaakseen ruokaa.,"Hän oli surullinen siitä, ettei voinut syödä, koska hänellä ei ollut rahaa.",Hän päätti kirjoittaa kirjan rankasta elämästään.,Ihmiset ylistivät kirjaa välittömästi ja ostivat sitä tuhansia kappaleita!,Kirjojen myynnistä saadut voitot antoivat Bobille tarpeeksi rahaa ruokaan.,"Yleisön reaktio kirjaan tarkoittaa, että Bobilla on edelleen nälkä.",1
6d40efe0-4f3a-4475-8cc3-55915a7c2d17,Suoritin juuri tänään ensimmäisen maratonin.,Se oli noin kuusi mailia ja tein kovasti töitä.,Treenasin sitä varten noin kolme kuukautta.,Se on aina ollut tekemättömien asioiden listallani elämässäni.,En ole koskaan ollut onnellisempi.,Olen todella pettynyt itseeni.,1
a2af46c3-ab6c-4b15-b3e4-205b55d5dd76,Sam oli eräänä yönä katselemassa tähtiä.,Yhtäkkiä hän istahti pystyyn.,"Hän näki tuikkivan, liikkuvan tähden!",Hän juoksi näyttämään sitä isälleen.,"Hänen isänsä nauroi, koska tähti oli oikeasti valoilla varustettu suihkukone.","Samin isä oli iloinen, että hänen poikansa oli kiinnostunut geologiasta.",1
2d49847a-81d6-4d67-b36b-1bd695768cb5,John ja Meg olivat seurustelleet viisi vuotta.,John rakasti Megiä ja halusi mennä hänen kanssaan naimisiin.,"Hän päätti kosia tyttöä tänä iltana, elokuvatreffien jälkeen.","Kun he kävelivät ulos elokuvateatterista, hän putosi yhtäkkiä polvilleen.",Hän alkoi huutaa Megille törkeyksiä.,Mies kosi häntä.,2
dc60a861-f7c4-491a-9f98-ffaaf73d4b32,Kaunis banaaninippu roikkui aivan käden ulottuvilla.,"Bobby yritti heittää kenkäänsä, mutta se jäi jumiin.","Hän yritti kiivetä puuhun, mutta putosi.","Seuraavaksi hän hakkasi raivokkaasti hakalla, mutta se oli liian lyhyt, jotta se olisi yltänyt.","Bobby oli järkyttynyt siitä, että hän sai banaanit.",Bobby meni vajasta hakemaan tikkaita banaaneja varten.,2
e7cda60f-1f70-44c6-b021-f485beb6c2bc,Beth oli toipumassa sairaudesta.,Hän pystyi vihdoin syömään ruokaa 4 päivän kuluttua.,"Vaikka hän voi paremmin, hän ei voinut hyvin.",Hän päätti ottaa perjantaina vapaata koulusta ja ottaa aikaa parantua.,Beth tarvitsi lepoa.,Beth pelasi jalkapalloa perjantain vapaapäivänään.,1
83279ad4-371a-4d70-a479-82fb5422cfbf,Rhonda osti uudet vaaleanpunaiset sukat.,Hän rakasti niitä.,"Kun hän kuitenkin otti ne pois, ne sekoittuivat muiden pyykkien joukkoon.",Pyykkipäivänä hän pesi vaatteensa lajittelematta niitä.,Sitten Rhonda päätti syödä lounasta ja palata sähköposteihin.,"Valitettavasti ne menivät pilalle, ja Rhondan oli ostettava uudet.",2
c77e19e5-ec84-4ac4-9a77-904b12a882e0,Meri oli pelottava myrskyn aikana.,"Marcus inhosi tapaa, jolla vene nousi ylös ja syöksyi alas.",Se sai hänet voimaan pahoin.,"Hän käpertyi hyttiinsä ja sulki silmänsä, mutta se ei auttanut.","Marcus oli niin innoissaan, että hän alkoi tanssia.",Sitten Marcus oksensi meripahoinvoinnista.,2
